url,main language,stars,owner,project,branch
https://github.com/shadowsocks/ShadowsocksX-NG,Swift,32.2k,shadowsocks,ShadowsocksX-NG,develop
https://github.com/ChartsOrg/Charts,Swift,27.3k,ChartsOrg,Charts,master
https://github.com/MonitorControl/MonitorControl,Swift,26.3k,MonitorControl,MonitorControl,main
https://github.com/airbnb/lottie-ios,Swift,25.3k,airbnb,lottie-ios,master
https://github.com/rxhanson/Rectangle,Swift,24.7k,rxhanson,Rectangle,main
https://github.com/utmapp/UTM,Swift,24.5k,utmapp,UTM,main
https://github.com/ReactiveX/RxSwift,Swift,24.2k,ReactiveX,RxSwift,main
https://github.com/vapor/vapor,Swift,23.8k,vapor,vapor,main
https://github.com/onevcat/Kingfisher,Swift,22.9k,onevcat,Kingfisher,master
https://github.com/SwiftyJSON/SwiftyJSON,Swift,22.5k,SwiftyJSON,SwiftyJSON,master
https://github.com/exelban/stats,Swift,22.3k,exelban,stats,master
https://github.com/HeroTransitions/Hero,Swift,21.8k,HeroTransitions,Hero,develop
https://github.com/JohnCoates/Aerial,Swift,20.8k,JohnCoates,Aerial,master
https://github.com/CodeEditApp/CodeEdit,Swift,20.3k,CodeEditApp,CodeEdit,main
https://github.com/ReactiveCocoa/ReactiveCocoa,Swift,19.9k,ReactiveCocoa,ReactiveCocoa,master
https://github.com/SnapKit/SnapKit,Swift,19.8k,SnapKit,SnapKit,develop
https://github.com/realm/SwiftLint,Swift,18.4k,realm,SwiftLint,main
https://github.com/hackiftekhar/IQKeyboardManager,Swift,16k,hackiftekhar,IQKeyboardManager,master
https://github.com/OpenEmu/OpenEmu,Swift,15.8k,OpenEmu,OpenEmu,master
https://github.com/Moya/Moya,Swift,15k,Moya,Moya,master
https://github.com/Carthage/Carthage,Swift,14.9k,Carthage,Carthage,master
https://github.com/ianyh/Amethyst,Swift,14.2k,ianyh,Amethyst,development
https://github.com/MengTo/Spring,Swift,14.1k,MengTo,Spring,master
https://github.com/PerfectlySoft/Perfect,Swift,13.8k,PerfectlySoft,Perfect,master
https://github.com/Caldis/Mos,Swift,13.7k,Caldis,Mos,master
https://github.com/Juanpe/SkeletonView,Swift,12.4k,Juanpe,SkeletonView,main
https://github.com/mozilla-mobile/firefox-ios,Swift,12k,mozilla-mobile,firefox-ios,main
https://github.com/CosmicMind/Material,Swift,12k,CosmicMind,Material,development
https://github.com/vuejs/vue,TypeScript,207k,vuejs,vue,main
https://github.com/microsoft/vscode,TypeScript,159k,microsoft,vscode,main
https://github.com/microsoft/TypeScript,TypeScript,98.3k,microsoft,TypeScript,main
https://github.com/angular/angular,TypeScript,94.7k,angular,angular,main
https://github.com/mui/material-ui,TypeScript,91.8k,mui,material-ui,master
https://github.com/ant-design/ant-design,TypeScript,90.4k,ant-design,ant-design,master
https://github.com/puppeteer/puppeteer,TypeScript,87k,puppeteer,puppeteer,main
https://github.com/tailwindlabs/tailwindcss,TypeScript,78.9k,tailwindlabs,tailwindcss,next
https://github.com/excalidraw/excalidraw,TypeScript,74k,excalidraw,excalidraw,master
https://github.com/ChatGPTNextWeb/ChatGPT-Next-Web,TypeScript,69.8k,ChatGPTNextWeb,ChatGPT-Next-Web,main
https://github.com/supabase/supabase,TypeScript,66.8k,supabase,supabase,master
https://github.com/coder/code-server,TypeScript,65.7k,coder,code-server,main
https://github.com/vitejs/vite,TypeScript,65.1k,vitejs,vite,main
https://github.com/nestjs/nest,TypeScript,64.7k,nestjs,nest,master
https://github.com/microsoft/playwright,TypeScript,62.2k,microsoft,playwright,main
https://github.com/grafana/grafana,TypeScript,60.7k,grafana,grafana,main
https://github.com/hoppscotch/hoppscotch,TypeScript,60.5k,hoppscotch,hoppscotch,main
https://github.com/reduxjs/redux,TypeScript,60.5k,reduxjs,redux,master
https://github.com/socketio/socket.io,TypeScript,60.3k,socketio,socket.io,main
https://github.com/apache/superset,TypeScript,59.4k,apache,superset,master
https://github.com/apache/echarts,TypeScript,59.1k,apache,echarts,master
https://github.com/Eugeny/tabby,TypeScript,55.7k,Eugeny,tabby,master
https://github.com/nuxt/nuxt,TypeScript,52.3k,nuxt,nuxt,main
https://github.com/ionic-team/ionic-framework,TypeScript,50.5k,ionic-team,ionic-framework,main
https://github.com/vuejs/core,TypeScript,44.9k,vuejs,core,main
https://github.com/FuelLabs/fuels-ts,TypeScript,44.6k,FuelLabs,fuels-ts,master
https://github.com/jestjs/jest,TypeScript,43.6k,jestjs,jest,main
https://github.com/pmndrs/zustand,TypeScript,43.1k,pmndrs,zustand,main
https://github.com/babel/babel,TypeScript,43k,babel,babel,main
https://github.com/nocodb/nocodb,TypeScript,42.9k,nocodb,nocodb,develop
